PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] 20210208_KLOF_DIA_FAIMS_35V_d0_1.raw.PG.Quantity,[2] 20210208_KLOF_DIA_FAIMS_35V_d0_2.raw.PG.Quantity,[3] 20210208_KLOF_DIA_FAIMS_35V_d0_3.raw.PG.Quantity,[4] 20210208_KLOF_DIA_FAIMS_35V_d0_4.raw.PG.Quantity,[5] 20210208_KLOF_DIA_FAIMS_35V_d0_5.raw.PG.Quantity,[6] 20210208_KLOF_DIA_FAIMS_35V_d0_6.raw.PG.Quantity,[7] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_1.raw.PG.Quantity,[8] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_2.raw.PG.Quantity,[9] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_3.raw.PG.Quantity,[10] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_4.raw.PG.Quantity,[11] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_5.raw.PG.Quantity,[12] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_6.raw.PG.Quantity
P56181,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",2131.659668,1088.500366,1024.479858,1002.970154,1044.323853,Filtered,3233.762207,4832.73291,1152.146606,5761.53418,4068.764893,4437.093262
P56182,RRP1,Ribosomal RNA processing protein 1 homolog A,120846.2578,113060.1797,111529.7969,129920.3359,110477.3047,119516.6094,36662.95313,36853.61719,44224.40625,40554.28516,23593.96289,31788.78711
P56192,MARS,"Methionine--tRNA ligase, cytoplasmic",369376.75,365002.2813,350452,359208.375,346553.4063,359054.25,362604.7813,351189.625,447639.0938,336912.7813,368165.7813,333420.3125
P56199,ITGA1,Integrin alpha-1,3821.947754,2004.906494,2318.842285,3183.669434,1262.214478,2288.284424,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P56282,POLE2,DNA polymerase epsilon subunit 2,4266.016113,4982.444824,3772.889404,4786.70752,4058.51416,3673.19873,8556.295898,23451.99414,5842.301758,11549.94043,2397.327393,6991.191895
P56377,AP1S2,AP-1 complex subunit sigma-2,31024.92578,21812.87695,23400.42383,29842.14258,22279.08398,21907.47461,Filtered,9431.807617,Filtered,1137.585449,Filtered,Filtered
P56385,ATP5ME,"ATP synthase subunit e, mitochondrial",16092.4043,2540.421875,6391.619141,4925.942383,5718.595703,1378.541504,16178.99707,3758.077393,Filtered,10102.90723,20537.64258,10083.30957
P56524,HDAC4,Histone deacetylase 4,10697.02637,6131.722656,8275.317383,8131.179199,8260.367188,7371.980469,5120.446289,9223.003906,4724.865234,16980.35352,5369.879883,5188.007324
P56537,EIF6,Eukaryotic translation initiation factor 6,53544.76953,47262.41016,58084.32813,49609.59766,50673.12891,53656.20703,47222.23828,42120.82031,46774.66016,54193.35547,38846.98828,47985.83984
P56545,CTBP2,C-terminal-binding protein 2,11977.62012,13417.10254,14879.93262,12993.55371,17825.84375,15246.64746,5245.523926,7609.064453,7.612015247,6672.492188,732.1234131,4035.168945
P56559,ARL4C,ADP-ribosylation factor-like protein 4C,Filtered,15008.58203,17282.25781,Filtered,2366.387695,13404.87988,18789.76758,83273.8125,21801.54297,19294.87109,14368.78027,22331.07813
P56589,PEX3,Peroxisomal biogenesis factor 3,17936.97852,11969.79102,13312.7168,18285.97656,14757.41309,15233.60645,5440.589844,7611.738281,8727.067383,6181.961914,4330.869141,6603.273438
P56730,PRSS12,Neurotrypsin,3869.230469,2741.645508,Filtered,3127.600586,4450.151855,2929.578369,9908.436523,10088.8877,9122.331055,9773.098633,7898.141602,8254.804688
P56747,CLDN6,Claudin-6,668496.5,604954.8125,615020.3125,760265.8125,638412.75,691242.6875,98.14933014,4341.863281,2430.573242,3350.055908,6112.023926,4340.792969
P56749,CLDN12,Claudin-12,45168.50781,35771.72266,41673.40625,51313.28125,37957.13672,36732.80078,16491.85742,23232.49414,21251.86914,15121.43945,21627.92969,21152.21875
P56937,HSD17B7,3-keto-steroid reductase,34992.92578,28765.02148,28274.11719,32224.19727,27052.25977,30651.99414,45018.5,43865.55078,48290.51953,46638.05078,40367.46875,36255.19922
P56962,STX17,Syntaxin-17,7481.181641,5292.717285,7927.010254,4896.378418,3374.169189,5349.075195,7334.584961,6096.714844,12960.87402,7469.744141,6090.699219,7469.155762
P57076,CFAP298,Cilia- and flagella-associated protein 298,17224.83984,22339.34375,26126.79297,18007.47266,25957.26758,26615.89258,4478.993652,3198.092285,Filtered,2774.421387,4907.128418,3562.419189
P57078,RIPK4,Receptor-interacting serine/threonine-protein kinase 4,1868.040283,1124.368774,1545.26709,805.5908813,1884.114014,1191.836792,Filtered,Filtered,1225.11438,Filtered,Filtered,Filtered
P57081,WDR4,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,13682.79492,4549.467773,5736.597656,4311.22168,13341.08691,12515.84863,Filtered,Filtered,977.1453857,Filtered,4.125394344,961.8047485
P57088,TMEM33,Transmembrane protein 33,13745.07227,23693.38281,33879.82422,29571.52734,32192.27148,32474.08789,21973.71094,19922.76563,9335.730469,23392.96094,6013.187012,22793.35352
P57103,SLC8A3,Sodium/calcium exchanger 3,320.2880859,Filtered,186.6995087,Filtered,Filtered,Filtered,9529.587891,9824.875,7903.78125,10356.04004,9871.913086,7942.428223
P57682,KLF3,Krueppel-like factor 3,8873.333008,5827.146973,7607.564453,8391.571289,8147.474609,7217.487793,3656.518311,Filtered,Filtered,Filtered,Filtered,Filtered
P57721,PCBP3,Poly(rC)-binding protein 3,73399.28125,31695.49805,45171.08594,60408.83594,40967.76172,10154.66699,35751.95703,43490.97656,41882.54297,44457.07422,40685.69922,40118.92188
P57729,RAB38,Ras-related protein Rab-38,906.4591064,Filtered,5250.036621,2677.743652,Filtered,4119.247559,Filtered,Filtered,Filtered,Filtered,Filtered,2210.398193
P57735,RAB25,Ras-related protein Rab-25,8483.34668,9155.527344,8981.330078,9839.234375,10765.03027,10226.18066,17513.32617,18986.11328,Filtered,22409.27734,Filtered,16347.55371
P57740,NUP107,Nuclear pore complex protein Nup107,65112.83984,97530.66406,98793.40625,69899.53906,77658.41406,81806.58594,19330.51953,25241.19141,25606.49023,21959.76953,32198.68555,23186.59766
P57772,EEFSEC,Selenocysteine-specific elongation factor,11301.94629,7842.067383,8732.574219,10961.27051,10508.69922,7689.758789,16939.42383,12995.51074,12609.13965,16649.51953,5039.408203,13026.31641
P58004,SESN2,Sestrin-2,5371.969727,5171.42041,5225.995117,5133.302734,5795.632324,4276.905273,17957.44336,19385.13281,17788.4668,18717.35156,18193.70508,16220.20605
P58005,SESN3,Sestrin-3,912.6221924,837.7947388,1862.764282,2223.919434,1679.168579,1402.47522,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P58107,EPPK1,Epiplakin,3320.23877,1037.985474,2420.403809,2966.202637,1502.47644,969.4556885,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P58166,INHBE,Inhibin beta E chain,3262.084229,1487.893799,1966.688721,2613.579834,2280.158691,1852.214111,37302.01172,35664.03516,39960.55859,29672.05859,30835.90234,29533.17578
P58317,ZNF121,Zinc finger protein 121,20675.20313,12782.87012,13803.24316,7888.475586,17493.60352,19877.06445,Filtered,Filtered,1387.828979,1925.431641,Filtered,2626.869385
P58546,MTPN,Myotrophin,16515.45508,5884.766602,8304.813477,9530.522461,8058.609863,7918.350586,22879.51563,27744.06641,26064.89844,22622.85156,28422.95898,19952.41797
P58557,YBEY,Endoribonuclease YbeY,1629.866211,Filtered,518.8537598,511.9957275,333.4280701,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P59923,ZNF445,Zinc finger protein 445,3240.148682,1814.542725,2391.065674,2895.03418,1556.690674,1860.836304,4489.23877,4658.577637,5589.199707,4796.924316,3769.220703,4551.93457
P60059,SEC61G,Protein transport protein Sec61 subunit gamma,19333.20508,19841.75,22800.22266,21902.34375,21097.75977,24776.57227,20289.30469,7497.07959,21544.60547,38057.53906,33919.12109,41511.60938
P60174,TPI1,Triosephosphate isomerase,748169.5,668531.125,583863.4375,587982.8125,736438.4375,608640.75,706235.25,719568.5,739321.9375,770979.25,813243.9375,820606.3125
P60228,EIF3E,Eukaryotic translation initiation factor 3 subunit E,252085.8438,274670.1875,246866.7344,230696.5938,273690.1563,253872.1875,38336.49609,50211.29688,28399.91211,52957.38672,64659.98438,48077.61328
P60468,SEC61B,Protein transport protein Sec61 subunit beta,37111.53125,67123.48438,77566.99219,26857.11523,64509.92188,67844.6875,51320.20703,52075.66406,45142.29297,55452.87109,21172.57031,51518.42969
P60484,PTEN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",2474.330078,3741.726807,4443.445801,2750.56543,3183.337158,2223.463867,27228.47461,27186.19336,28765.17969,26521.63086,30311.56836,24677.27148
P60510,PPP4C,Serine/threonine-protein phosphatase 4 catalytic subunit,107430.1016,91237.41406,98384.38281,96880.14844,102581.4063,74247.17969,43357.08984,41826.13672,42782.95703,37770.23047,40044.41016,39226.8125
P60520,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,28996.05664,23266.95508,23910.20117,22388.33203,26121.54492,22135.09375,114882.3359,136551.9375,76384.28125,109491.0234,104395.1016,113878.1172
P60602,ROMO1,Reactive oxygen species modulator 1,177027.6094,146232.875,177675.0938,198606.2031,186337.0625,144070.3281,71778.92188,73809.24219,92959.69531,75032,79555.34375,82187.96875
P60709,ACTB,"Actin, cytoplasmic 1",12852003,13749379,16973516,13574305,15896848,13821814,28515562,33848540,37051496,28888188,29185678,28145304
P60763,RAC3,Ras-related C3 botulinum toxin substrate 3,64616.35938,42906.08594,46263.89063,61910.87891,53514.08984,50435.98828,754533.625,767945.4375,713920.875,734415.375,586441.125,664546.25
P60842,EIF4A1,Eukaryotic initiation factor 4A-I,2164997.25,2256696.25,2427345.75,2175739.25,2155993.75,2217779.75,976144.875,966415.0625,1107240.375,871056.3125,763264.9375,849568.4375
P60866,RPS20,40S ribosomal protein S20,346152.9063,315905.5625,280436.1875,272534.5313,344531.6875,295213.875,95973.64844,101449.4844,127448.7031,98521.96094,84788.01563,93315.35938
P60880,SNAP25,Synaptosomal-associated protein 25,995.7145386,Filtered,Filtered,180.0904694,Filtered,393.2664795,15061.68457,16830.4707,15843.84766,13920.40625,21652.06641,15045.88281
P60903,S100A10,Protein S100-A10,18479.57813,4975.12793,5953.086426,8521.34082,2379.169434,1951.802246,Filtered,1.740322113,Filtered,Filtered,Filtered,Filtered
P60953,CDC42,Cell division control protein 42 homolog,351088.2188,381324.4375,345478.5,380478.5313,407285.875,371786.4063,707361.4375,716746.25,536951.1875,739177.9375,646648.5,655070.875
P61006,RAB8A,Ras-related protein Rab-8A,65373.94922,52070.41797,57777.21094,65540.4375,59742.58594,50038.87109,42453.33203,46351.40234,37153.52344,46176.79297,43058.05859,42853.76953
P61009,SPCS3,Signal peptidase complex subunit 3,54032.47656,54047.59766,57815.0625,55497.36719,61108.07813,58387.04688,70669.53906,74540.70313,79063.14844,75550.61719,81806.64844,75957.32031
P61011,SRP54,Signal recognition particle 54 kDa protein,24454.90039,23674.82617,25003.01758,26857.2793,26066.16016,23968.22656,12157.125,11918.05273,14113.46484,11606.57422,13190.87891,12918.63281
P61018,RAB4B,Ras-related protein Rab-4B,3372.079102,2475.416016,2940.696289,3481.359375,3139.404541,2535.270264,20772.96875,23846.23438,21916.875,25125.78711,20667.86719,22837.52344
P61019,RAB2A,Ras-related protein Rab-2A,67909.65625,91870.54688,104662.7578,73386.82813,83383.57031,83611.64844,587681.125,601945.9375,675788.9375,600670.5625,584685.3125,555995.75
P61020,RAB5B,Ras-related protein Rab-5B,5495.662109,5727.388184,5129.794434,7027.331055,6945.627441,7552.487305,38403.23828,41219.24219,45991.48047,47144.55859,37605.91406,40486.69922
P61026,RAB10,Ras-related protein Rab-10,11260.25488,7631.292969,9164.588867,8176.284668,8487.84668,9036.228516,28338.38672,27139.75,52454.87891,26712.39648,21344.19531,25963.4668
P61081,UBE2M,NEDD8-conjugating enzyme Ubc12,28696.34766,26643.51758,26422.08398,32896.58203,30689.35547,34650.02344,54054.98438,43664.00391,45583.03906,58645.76563,59763.41406,57000.44531
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,200120.5,44830.60938,66107.79688,111097.5859,60724.08594,25517.78516,103495.875,101189.625,68960.5,98478.02344,123515.9531,111532.1094
P61106,RAB14,Ras-related protein Rab-14,39201.60547,50513.58203,50256.19141,41971.75,43366.00781,49683.25391,234586.0313,245745.6406,246252.5,238695.1875,229986.2188,213119.4063
P61129,ZC3H6,Zinc finger CCCH domain-containing protein 6,302.9229431,NaN,Filtered,488.0728455,NaN,NaN,Filtered,Filtered,600.9200439,Filtered,328.6156616,407.6976624
P61158,ACTR3,Actin-related protein 3,338125.3438,344455.4688,336601.9375,313627.9063,344402.8438,350605.3438,839360.875,808786.9375,839287.3125,835022.1875,867800.5,849899.75
P61160,ACTR2,Actin-related protein 2,219998.0781,209043.9844,215206.9844,175970.9375,213943.7188,201619.9531,453420.125,447363.8438,479532.875,459836.9063,416940.5313,443607.6563
P61163,ACTR1A,Alpha-centractin,64443.39453,73076.82813,72150.60156,65287.96875,77961.71875,64799.37109,288518.3125,273718.0313,113664.2813,264516.5625,118378.7266,233363
P61201,COPS2,COP9 signalosome complex subunit 2,77459.08594,66556.28906,72818.36719,68871.75781,76491.96094,65793.50781,81734.10938,88390.46094,54738.36328,86084.67188,84239.26563,88822.70313
P61204;P84077,ARF3;ARF1,ADP-ribosylation factor 3;ADP-ribosylation factor 1,279126.875,237608.125,234686.8281,247863.6563,250982.2969,244998.625,540243.3125,556283.5625,691150.9375,595993.0625,676123.25,594180.0625
P61221,ABCE1,ATP-binding cassette sub-family E member 1,193498.0469,204276.1406,204445.4063,200967.7813,193983.8125,200254.875,70801.85156,70371.67188,82178.34375,74028.875,86110.14063,68777.21875
P61225,RAP2B,Ras-related protein Rap-2b,9903.530273,9053.561523,7804.570313,9300.285156,8839.288086,8502.762695,8076.454102,9236.554688,8009.621094,6949.818848,8051.775391,7406.261719
P61266,STX1B,Syntaxin-1B,6116.344238,5708.155273,6799.669922,5547.161133,6038.591309,5626.182129,511456.0625,494724.25,474344.6563,521237.0938,602040.875,496960.75
P61326;Q96A72,MAGOH;MAGOHB,Protein mago nashi homolog;Protein mago nashi homolog 2,28807.95117,64170.67969,81916.86719,35655.3125,61659.60156,56011.07813,27389.82031,20415.41211,20785.75977,11230.66211,24211.8457,16524.68359
P61457,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,1,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,Filtered
P61586,RHOA,Transforming protein RhoA,182704.0156,200824.6719,204857.7031,176064.7813,208217.6094,186682.4063,257878.9844,283995.9063,208184.75,277797.125,228261.9531,252199.0313
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",202789.875,150175.5313,146807.7656,110436.5938,119160.8906,68192.36719,78019.85938,90399.73438,27808.73828,87951.66406,77316.63281,97921.07031
P61758,VBP1,Prefoldin subunit 3,19628.69922,21922.46875,20013.01953,18956.29297,24057.84766,22518.84375,43089.25,36095.26563,17428.76367,43185.94531,57820.44531,45764.16797
P61962,DCAF7,DDB1- and CUL4-associated factor 7,72720.51563,70261.625,73233.28906,70705.41406,69541.73438,71365.53125,59413.24609,76216.6875,88207.32813,77875.89844,80509.74219,83278.83594
P61964,WDR5,WD repeat-containing protein 5,136466,117648,138282.7969,160355,134910.4688,138445.125,40106.96484,54732.66016,41652.15625,40225.03516,50256.10938,38427.55859
P61968,LMO4,LIM domain transcription factor LMO4,33861.84766,27819.93164,30921.60352,35659.01563,25966.90234,25299.15625,5964.527832,6722.922852,5152.587891,2982.731445,5232.51123,3826.855713
P61970,NUTF2,Nuclear transport factor 2,143543.9688,36390.01172,48788.53125,73334.19531,51231.45313,30478.14844,39167.16016,43494.03125,48455.01563,43526.27734,56991.83594,57524.56641
P61981,YWHAG,14-3-3 protein gamma,1520116.625,1238225.5,1202322.375,1285309.25,1284041.375,1183985.625,5493421,5964865.5,5231155,6339567,6462021,6190156
P62068,USP46,Ubiquitin carboxyl-terminal hydrolase 46,5463.90918,5169.588867,5680.678711,6298.69873,5219.135254,5283.719238,14660.96094,13527.29199,21349.99805,14555.92676,16883.58398,11009.75781
P62070,RRAS2,Ras-related protein R-Ras2,91468.375,107409.3594,96785.26563,84870.25,91457.67969,89858.32813,51317.5,53652.9375,78917.08594,48132.57813,68415.99219,42536.16406
P62081,RPS7,40S ribosomal protein S7,411586.75,542091.375,530017.5625,471001.8125,576582.5,475041.4688,304572.2188,433638.7813,517730.1875,254252.0781,176111.5156,227837.9844
P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,172961.7344,243716.8438,254247.9531,173499.6719,245541.7031,236731.2813,311789.3125,314268.9688,329823.4063,300139.75,301070.8125,253147.0625
P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,25488.70703,21404.86133,17598.7793,16075.23633,18681.66602,12630.13379,32541.41992,31445.60352,17860.03125,27897.64453,20006.29492,28342.95508
P62166,NCS1,Neuronal calcium sensor 1,6737.032227,1320.949951,1925.52417,3230.468994,1816.127563,931.9030762,18888.14258,15845.07031,12085.17285,13426.27832,19537.38867,13473.98047
P62191,PSMC1,26S proteasome regulatory subunit 4,214160.5,233189.2031,233213.6563,210692.2813,221126.7656,210238.2656,232990.4375,221655.0625,274447.4688,240505.7813,232326.3906,196552.5156
P62195,PSMC5,26S proteasome regulatory subunit 8,90720.09375,87541.875,82901.09375,85576.17969,93300.36719,85931.64063,79536.83594,73961.61719,83585.00781,74086.78906,91291.02344,75326.34375
P62241,RPS8,40S ribosomal protein S8,1578767.875,1731697.375,1731944.25,1661663.375,1536924.75,1701181.125,734536.6875,792111.3125,1117015.375,754222.25,799530.875,707717.9375
P62244,RPS15A,40S ribosomal protein S15a,299078.0625,1078480.375,1191930.375,172798.9219,770714.6875,817600.8125,369335.2188,258576.125,354665.9688,363045.125,381892.375,306311.6875
P62249,RPS16,40S ribosomal protein S16,44140.88281,59375.40625,53990.05859,54358.57813,68170.38281,63483.64453,44703.78125,35997.51953,50370.70703,30071.99414,29785.33203,28345.79102
P62253,UBE2G1,Ubiquitin-conjugating enzyme E2 G1,131112.6406,101119.5078,95214.82813,91425.64063,98029.60156,83210.42969,6821.61084,17550.53125,5256.581543,12927.99219,18730.125,10465.12891
P62258,YWHAE,14-3-3 protein epsilon,614264.625,361630.8438,422175.375,510303.9688,422496.4375,312671.7188,815780.0625,844752.8125,633236.8125,739913.5625,1017039.5,771630.625
P62266,RPS23,40S ribosomal protein S23,1997.766968,2362.244385,2183.983643,1780.161133,312.1998901,2996.660645,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P62269,RPS18,40S ribosomal protein S18,56145.4375,84960.53125,87312.1875,66492.71875,102001.3203,97498.01563,35179.85156,37844.92969,40583.88281,40979.53906,45518.01953,37741.69141
P62280,RPS11,40S ribosomal protein S11,72169.17188,157188.9844,157781.9375,116862.0547,144293.9844,162688.1406,59856.15625,75945.03125,85820.07031,53917.95313,46565.36328,55283.11719
P62304,SNRPE,Small nuclear ribonucleoprotein E,65183.46094,262716.2188,273427.6875,50461.46875,138000.0625,156208.9063,75563.45313,35550.125,79779.19531,96740.52344,153292.9844,86496.84375
P62306,SNRPF,Small nuclear ribonucleoprotein F,310456.3125,127525.1328,251036.4063,279434.625,276270.5313,245635.8125,15194.33887,17466.81445,14068.95313,11808.75391,45917.61328,32662.04297
P62310,LSM3,U6 snRNA-associated Sm-like protein LSm3,19057.10156,8365.688477,9696.275391,15465.8252,11032.4209,7132.776855,5630.537598,3384.369385,6237.318848,6691.791504,7468.597168,4437.309082
P62312,LSM6,U6 snRNA-associated Sm-like protein LSm6,9801.923828,6479.371094,7647.225586,6919.330078,9930.390625,6984.991699,6624.815918,8396.699219,5210.387695,7974.416504,10286.60938,9444.916992
P62314,SNRPD1,Small nuclear ribonucleoprotein Sm D1,480919.5625,524217.5625,641764.6875,629156.3125,625790.125,585528.5625,214589.4375,241247.0625,272902.25,258725.3594,233822.3281,264816.7188
P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,62238.32031,135003.1563,126754.4688,74005.75781,142920.8125,137768.0313,80122.25,111335.8594,126802.2891,90249.63281,83733.24219,54881.33203
P62318,SNRPD3,Small nuclear ribonucleoprotein Sm D3,14602.0791,22544.15625,19344.19531,19382.8418,18081.00977,23616.46484,6570.834961,4729.69873,5279.780762,4373.494629,3382.710449,7028.575684
P62328,TMSB4X,Thymosin beta-4,73605.28125,14610.94922,16370.61914,22991.04102,15212.5127,12263.41504,38860.34375,33727.80078,68408.60156,25266.60156,2370.792969,21637.38477
P62330,ARF6,ADP-ribosylation factor 6,8469.90332,5815.919434,5851.977051,6844.853027,4522.783691,3840.305176,7248.76709,6269.205078,7252.437012,7935.131836,8611.927734,6308.192871
P62380,TBPL1,TATA box-binding protein-like protein 1,33748.73438,32202.5332,36043.47266,46751.09766,34040.05469,37075.35156,40461.84375,36917.11328,49264.16797,44881.00391,43322.41406,41391.82813
P62424,RPL7A,60S ribosomal protein L7a,763473.5625,1108791.5,1095208.875,1044116.563,1058774.5,1170191,582017,641190.9375,809440.25,608773.5625,557611.6875,544187
P62487,POLR2G,DNA-directed RNA polymerase II subunit RPB7,47257.00391,36250.19531,40517.05859,49906.80078,41648.60547,41553.25391,9871.604492,12092.16504,7658.337402,9951.272461,14992.64648,16938.63477
P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,414974.125,403030.5938,384671.2188,410124.3438,440688.625,422153.375,186114.4375,168859.8438,183688.7188,154422.2813,161543.7969,160851.8594
P62633,CNBP,Cellular nucleic acid-binding protein,407413.9375,387297.5,398533.9063,411199.1875,472682.8125,439672.1875,157702.5469,158791.7813,173722.0313,160018.1875,159169.8594,167070.0156
P62699,YPEL5,Protein yippee-like 5,10790.0752,12986.49414,11677.17383,9865.166016,14198.69922,10884.90137,6947.40625,2754.564209,2695.690918,5545.057617,2659.977295,4527.537109
P62701,RPS4X,"40S ribosomal protein S4, X isoform",1306694.375,1640037.125,1803753.875,1477682.75,1666761.5,1702581,603451.75,613444.3125,755394.9375,614054.1875,522306.0313,555797.0625
P62714,PPP2CB,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,41782.33203,23948.9082,26809.01367,34386.09766,30067.74023,23740.92969,62097.32813,62478.97266,55575.35547,60854.69141,62230.95313,68598.67969
P62745,RHOB,Rho-related GTP-binding protein RhoB,839.8227539,5513.590332,4602.34082,378.34198,562.8885498,347.0279236,41589.11719,36121.47266,100003.2422,49928.50781,42862.56641,26638.51758
P62753,RPS6,40S ribosomal protein S6,2337658.75,2030133.5,2215423.5,2151123.25,2117210.75,2047646.5,447654.7813,432709.75,678750.375,384269.7813,375211.7813,457996.3125
P62760,VSNL1,Visinin-like protein 1,119814.6953,54159.87891,56238.53125,63279.28125,50831.5,40117.42578,25837.82422,27626.72656,3953.320068,14389.32715,27886.10938,25941.81836
P62805,H4C1,Histone H4,482034.8438,549188.25,554530.9375,444265.5625,595251.5625,585308.125,549738.6875,652672.375,721969.5,656917.6875,588412.1875,603965.875
P62829,RPL23,60S ribosomal protein L23,489891.75,450077.6563,490373.3438,413647.9688,400829.9063,390966.7813,224244.2188,190315.5313,204857.8906,188914.8594,113960.0625,146698.9688
P62834,RAP1A,Ras-related protein Rap-1A,186611.4531,165903.9375,191273.2188,138271,204593.4375,172326.1719,383677.625,424969.2188,126601.2344,394472.1563,191935.2188,356344.8125
P62851,RPS25,40S ribosomal protein S25,18599.92188,27982.80273,22049.41211,23070.48438,32649.31055,33323.92578,9848.931641,10025.24805,13063.6416,5930.023438,8333.277344,6850.549316
P62854,RPS26,40S ribosomal protein S26,37699.19141,37057.46875,39727.75781,40840.23828,38210.42188,44756.03516,16706.83203,23376.91016,8950.763672,13668.48926,8951.060547,15422.82813
P62857,RPS28,40S ribosomal protein S28,7043042,1219459.125,1490701.625,2323011.25,1722596,877630.5625,700910.75,760626.875,655698.5625,810342.5625,820408.625,781944.5625
P62873,GNB1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,68025.6875,45054.34375,47479.96875,33335.28125,36124.85938,34817.87891,278219.8125,303173.25,282204.8438,267279.8438,228464.0938,237054.2969
P62877,RBX1,E3 ubiquitin-protein ligase RBX1,30768.05078,22087.69727,26732.39258,21983.51953,28548.23047,19977.38086,13228.10156,15208.49512,7950.383301,9929.453125,21167.38086,16788.65625
P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,179682.9531,188129.3906,175401.3594,187411.8125,184842.9063,187023.1406,1040975.438,1047490.813,978059.375,1009872.438,866675.5625,900685.9375
P62891;Q59GN2,RPL39;RPL39P5,60S ribosomal protein L39;Putative 60S ribosomal protein L39-like 5,222555.7188,287647.9688,283934,195404.0781,267671.9688,323903.4688,53810.6875,33770.92969,36339.98438,45815.59375,53333.53906,27723.28125
P62906,RPL10A,60S ribosomal protein L10a,90643.53906,104777.7734,100922.1094,92855.42969,107451.5703,100950.3281,26557.66406,30465.15625,23929.08203,27048.31836,24950.75977,26475.99805
P62913,RPL11,60S ribosomal protein L11,696844.375,1062472.875,815946.1875,1037605.063,1213457.625,924343.0625,334805.8438,333603.3125,323188.1563,458638.5,165365.6719,288462.3438
P62917,RPL8,60S ribosomal protein L8,53444.60156,86576.15625,83533.8125,67497.28906,95242.80469,69134.76563,74031.14063,38797.01953,27603.01953,33884.03125,32361.99023,37009.65234
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,543240.5,484694.625,563880,524134.3125,630385.25,570253.75,685345.9375,560114,552989.0625,648202.375,716043.625,724074.5
P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,80387.99219,74987.5,75526.36719,59414.125,67013.875,45771.16406,165543.1406,177099.6719,95934.88281,176689.25,157256.6875,167596.8594
P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,4238158.5,4661287,4109772.5,3656950.25,4579304.5,4814239.5,1889102.375,1901876.75,2099258.75,1409486.5,1297458.625,985411.625
P62993,GRB2,Growth factor receptor-bound protein 2,55546.31641,53477.62109,54098.98828,51787.27344,52195.94141,40389.66797,114739.75,130439.1094,91368.17969,112474.0703,141909.2813,125572.9922
P62995,TRA2B,Transformer-2 protein homolog beta,588096.3125,862123.1875,767962.1875,266559.25,620837.875,707066.1875,552462.75,522278.8438,1429437.375,560930.6875,553955.25,496466.0938
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,197610.0781,213234.3906,205002.875,186247.9375,198290.1875,203134.7656,808820.75,838100.5625,836650,829605.25,769389.25,793577.0625
P63010,AP2B1,AP-2 complex subunit beta,260372.625,271496.0313,261481.5156,271404.0938,267476.5625,251514.0938,568157.0625,600023.25,585176.0625,615118.0625,585177.6875,591755.5625
P63096,GNAI1,Guanine nucleotide-binding protein G(i) subunit alpha-1,57081.80078,72138.34375,68096.5625,50494.13281,79889.125,69288.38281,276593,299713.7813,370441.8438,293360.3125,334168,343246.9375
P63104,YWHAZ,14-3-3 protein zeta/delta,399889.4375,381040.9688,362440.5,392862.5625,404801.125,344114.0625,851675.3125,1066072.75,762849.875,885223.1875,1084721.125,928673.375
P63151,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,73226.70313,76502.94531,79108.53125,70221.91406,69577.76563,78228.08594,130607.1406,116511.0703,124458.7891,118535.5078,125885.9922,108342.1719
